# Agent Annotate v0.1.0 (Full) | commit: c8ba274 | 2026-03-16T19:01:08.444556
NCT ID,Study Title,Study Status,Phase,Conditions,Interventions,Classification,Delivery Mode,Outcome,Reason for Failure,Peptide,classification_confidence,classification_consensus,classification_final_value,classification_verifier_opinions,classification_reconciler_used,classification_manual_review,delivery_mode_confidence,delivery_mode_consensus,delivery_mode_final_value,delivery_mode_verifier_opinions,delivery_mode_reconciler_used,delivery_mode_manual_review,outcome_confidence,outcome_consensus,outcome_final_value,outcome_verifier_opinions,outcome_reconciler_used,outcome_manual_review,reason_for_failure_confidence,reason_for_failure_consensus,reason_for_failure_final_value,reason_for_failure_verifier_opinions,reason_for_failure_reconciler_used,reason_for_failure_manual_review,peptide_confidence,peptide_consensus,peptide_final_value,peptide_verifier_opinions,peptide_reconciler_used,peptide_manual_review,flagged_for_review,flag_reason,version,git_commit,config_hash,annotated_at
NCT00001118,"A Phase I/II Study of T-20, a Fusion Inhibitor, in HIV-1 Infected Children",COMPLETED,PHASE1,HIV Infections,DRUG: Enfuvirtide,AMP(infection),Injection/Infusion - Subcutaneous/Intradermal,Failed - completed trial,Ineffective for purpose,True,0.7625,True,AMP(infection),verifier_1: AMP(other); verifier_2: AMP(infection); verifier_3: AMP(infection),True,False,0.7625,False,,verifier_1: Injection/Infusion - Subcutaneous/Intradermal; verifier_2: Injection/Infusion - Intramuscular; verifier_3: IV,True,True,0.7625,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.6725,True,Ineffective for purpose,verifier_1: ; verifier_2: Ineffective for purpose; verifier_3: Unknown (as the trial has been completed),True,False,0.7625,True,True,verifier_1: True; verifier_2: True; verifier_3: False,True,False,True,delivery_mode: model disagreement,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447318
NCT00001386,Phase I Protocol for the Evaluation of the Safety and Immunogenicity of Vaccination With Synthetic HIV Envelope Peptides in Patients With Early Human Immunodeficiency Virus Infection,COMPLETED,PHASE1,"Acquired Immunodeficiency Syndrome, HIV Infection","DRUG: PCLUS 3-18 MN, DRUG: PCLUS 6.1 MN",AMP(other),Oral - Tablet,Failed - completed trial,Ineffective for purpose,True,0.8150000000000001,True,AMP(other),verifier_1: AMP(other); verifier_2: AMP(infection); verifier_3: AMP(other),True,False,0.8150000000000001,False,,verifier_1: Injection/Infusion - Other/Unspecified; verifier_2: Injection/Infusion - Intramuscular; verifier_3: Injection/Infusion - Other/Unspecified,True,True,0.8150000000000001,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.7,False,,verifier_1: COMPLETED; verifier_2: Ineffective for purpose; verifier_3: Unknown (as the trial has been completed),True,True,0.8150000000000001,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,True,delivery_mode: model disagreement; reason_for_failure: model disagreement,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447364
NCT00001439,A Phase I Study of gp100 Human Melanoma Peptide Vaccine With Incomplete Freund's Adjuvant,COMPLETED,PHASE1,Melanoma,BIOLOGICAL: gp100 human melanoma peptide,AMP(other),Injection/Infusion - Subcutaneous/Intradermal,Failed - completed trial,INEFFECTIVE_FOR_PURPOSE,True,0.755,True,AMP(other),verifier_1: AMP(other); verifier_2: Other; verifier_3: AMP(other),True,False,0.755,True,Injection/Infusion - Subcutaneous/Intradermal,verifier_1: Injection/Infusion - Subcutaneous/Intradermal; verifier_2: Injection/Infusion - Subcutaneous/Intradermal; verifier_3: Injection/Infusion - Subcutaneous/Intradermal,False,False,0.755,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,True,False,0.62,True,INEFFECTIVE_FOR_PURPOSE,verifier_1: ; verifier_2: Ineffective for purpose; verifier_3: Ineffective for purpose,True,False,0.755,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,False,,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447415
NCT00001685,"Immunization of HLA-A201 Patients With Metastatic Melanoma Using a Combination of Immunodominant Peptides From Three Melanoma Antigens, MART-1, GP100 and Tyrosinase",COMPLETED,PHASE2,"Melanoma, Neoplasm Metastasis","BIOLOGICAL: Immunodominant peptides from three melanoma antigens, MART-1, GP100 and tyrosinase",AMP(other),Injection/Infusion - Subcutaneous/Intradermal,Failed - completed trial,Ineffective for purpose,True,0.755,True,AMP(other),verifier_1: AMP(other); verifier_2: AMP(other); verifier_3: AMP(other),True,False,0.755,True,Injection/Infusion - Subcutaneous/Intradermal,verifier_1: Injection/Infusion - Subcutaneous/Intradermal; verifier_2: Injection/Infusion - Subcutaneous/Intradermal; verifier_3: Injection/Infusion - Subcutaneous/Intradermal,False,False,0.755,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,True,False,0.595,True,Ineffective for purpose,verifier_1: ; verifier_2: Ineffective for purpose; verifier_3: Ineffective for purpose,True,False,0.755,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,False,,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447459
NCT00001705,Immunization of Patients With Metastatic Melanoma Using the GP100 Peptide Preceded by an Endoplasmic Reticulum Insertion Signal Sequence,COMPLETED,PHASE2,"Melanoma, Neoplasm Metastasis","DRUG: GP100 peptide, DRUG: IL-2",Other,Injection/Infusion - Other/Unspecified,Failed - completed trial,INEFFECTIVE_FOR_PURPOSE,True,0.8150000000000001,True,Other,verifier_1: AMP(other); verifier_2: AMP(other); verifier_3: AMP(other),True,False,0.8150000000000001,True,Injection/Infusion - Other/Unspecified,verifier_1: Injection/Infusion - Other/Unspecified; verifier_2: Injection/Infusion - Intramuscular; verifier_3: Injection/Infusion - Other/Unspecified,True,False,0.8150000000000001,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.7,True,INEFFECTIVE_FOR_PURPOSE,verifier_1: ; verifier_2: Ineffective for purpose; verifier_3: Ineffective for purpose,True,False,0.8150000000000001,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,False,,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447502
NCT00001827,Vaccine Therapy With Tumor Specific p53 Peptides in Adult Patients With Low Burden Adenocarcinoma of the Ovary,TERMINATED,PHASE2,Ovarian Neoplasm,"BIOLOGICAL: aldesleukin, BIOLOGICAL: incomplete Freund's adjuvant, BIOLOGICAL: p53 peptide vaccine, BIOLOGICAL: sargramostim, BIOLOGICAL: therapeutic autologous dendritic cells, PROCEDURE: in vitro-treated peripheral blood stem cell transplantation",AMP(other),Topical - Cream/Gel,Terminated,Ineffective for purpose,True,0.3,True,AMP(other),verifier_1: AMP(other); verifier_2: AMP(other); verifier_3: AMP(other),True,False,0.3,False,,verifier_1: Injection/Infusion - Other/Unspecified; verifier_2: Injection/Infusion - Intramuscular; verifier_3: Injection/Infusion - Other/Unspecified,True,True,0.3,True,Terminated,verifier_1: Terminated; verifier_2: Terminated; verifier_3: Terminated,False,False,0.545,True,Ineffective for purpose,verifier_1: Ineffective for purpose; verifier_2: Toxic/Unsafe; verifier_3: Terminated,True,False,0.7925,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,True,delivery_mode: model disagreement,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447547
NCT00002083,Intranasal Peptide T in the Treatment of Painful Peripheral Neuropathy of AIDS,COMPLETED,NA,"HIV Infections, Peripheral Nervous System Disease",DRUG: Peptide T,AMP(other),Intranasal,Failed - completed trial,Ineffective for purpose,True,0.7699999999999999,True,AMP(other),verifier_1: AMP(other); verifier_2: AMP(other); verifier_3: AMP(other),False,False,0.7699999999999999,True,Intranasal,verifier_1: Intranasal; verifier_2: Injection/Infusion - Other/Unspecified; verifier_3: Intranasal,True,False,0.7699999999999999,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.725,True,Ineffective for purpose,verifier_1: ; verifier_2: Ineffective for purpose; verifier_3: Ineffective for purpose,True,False,0.7699999999999999,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,False,,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447595
NCT00002228,"A Phase II Evaluation of the Safety, Plasma Pharmacokinetics, and Antiviral Activity of T-20 Administered to HIV-1 Positive Adults By Continuous Subcutaneous Infusion or Subcutaneous Injection",COMPLETED,PHASE2,HIV Infections,DRUG: Enfuvirtide,AMP(infection),Injection/Infusion - Subcutaneous/Intradermal,Positive,Ineffective for purpose,True,0.7625,True,AMP(infection),verifier_1: AMP(other); verifier_2: AMP(infection); verifier_3: AMP(infection),True,False,0.7625,True,Injection/Infusion - Subcutaneous/Intradermal,verifier_1: Injection/Infusion - Subcutaneous/Intradermal; verifier_2: Injection/Infusion - Subcutaneous/Intradermal; verifier_3: Injection/Infusion - Subcutaneous/Intradermal,False,False,0.7625,False,,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,True,True,0.6725,False,,verifier_1: ; verifier_2: Toxic/Unsafe; verifier_3: Ineffective for purpose,True,True,0.7625,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,True,outcome: model disagreement; reason_for_failure: model disagreement,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447638
NCT00002363,"Study of the Safety and Effects of Two Doses of SPC3, Administered Daily Intravenously in HIV-1 Seropositive Patients",COMPLETED,PHASE1,HIV Infections,"DRUG: Peptide Construction 3, Synthetic",AMP(infection),IV,Failed - completed trial,Ineffective for purpose,True,0.7625,True,AMP(infection),verifier_1: AMP(other); verifier_2: AMP(infection); verifier_3: AMP(infection),True,False,0.7625,True,IV,verifier_1: IV; verifier_2: IV; verifier_3: IV,False,False,0.7625,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.6725,True,Ineffective for purpose,verifier_1: ; verifier_2: Ineffective for purpose; verifier_3: Ineffective for purpose,True,False,0.7625,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,False,,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447683
NCT00002428,A Phase I/II Safety and Immunogenicity Trial of UBI Microparticulate Monovalent (HIV-1 MN) Branched Peptide Vaccine in HIV-1 Seronegative Human Subjects,COMPLETED,PHASE1,HIV Infections,"BIOLOGICAL: HIV-1 Peptide Vaccine, Microparticulate Monovalent, BIOLOGICAL: rgp120/HIV-1MN Monovalent Octameric V3 Peptide Vaccine",AMP(other),Oral - Unspecified,Failed - completed trial,Ineffective for purpose,True,0.8074999999999999,True,AMP(other),verifier_1: AMP(other); verifier_2: AMP(infection); verifier_3: AMP(other),True,False,0.8074999999999999,True,Oral - Unspecified,verifier_1: Oral - Unspecified; verifier_2: Oral - Tablet; verifier_3: Oral - Unspecified,True,False,0.8074999999999999,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.6224999999999999,False,,verifier_1: COMPLETED; verifier_2: Ineffective for purpose; verifier_3: Ineffective for purpose,True,True,0.8074999999999999,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,True,reason_for_failure: model disagreement,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447723
NCT00004358,Phase II Study of Calcitonin for Tumoral Calcinosis,COMPLETED,PHASE2,Calcinosis,DRUG: calcitonin,Other,Injection/Infusion - Subcutaneous/Intradermal,Failed - completed trial,Ineffective for purpose,False,0.7975,True,Other,verifier_1: Other; verifier_2: Other; verifier_3: AMP(other),True,False,0.7975,True,Injection/Infusion - Subcutaneous/Intradermal,verifier_1: Injection/Infusion - Subcutaneous/Intradermal; verifier_2: Injection/Infusion - Subcutaneous/Intradermal; verifier_3: Injection/Infusion - Subcutaneous/Intradermal,True,False,0.7975,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.6475,True,Ineffective for purpose,verifier_1: ; verifier_2: Ineffective for purpose; verifier_3: Ineffective for purpose,True,False,0.7975,True,False,verifier_1: True; verifier_2: False; verifier_3: False,True,False,False,,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447768
NCT00004494,Phase I Study of Vasoactive Intestinal Peptide in Patients With Acute Respiratory Distress Syndrome and Sepsis,COMPLETED,PHASE1,"Sepsis, Respiratory Distress Syndrome, Respiratory Distress Syndrome, Adult",DRUG: vasoactive intestinal peptide,AMP(infection),Injection/Infusion - Intramuscular,Failed - completed trial,Ineffective for purpose,True,0.7474999999999999,True,AMP(infection),verifier_1: Other; verifier_2: AMP(infection); verifier_3: AMP(other),True,False,0.7474999999999999,False,,verifier_1: Injection/Infusion - Other/Unspecified; verifier_2: Injection/Infusion - Intravenous; verifier_3: IV,True,True,0.7474999999999999,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.545,True,Ineffective for purpose,verifier_1: COMPLETED; verifier_2: Toxic/Unsafe; verifier_3: Ineffective for purpose,True,False,0.7474999999999999,True,True,verifier_1: True; verifier_2: True; verifier_3: True,False,False,True,delivery_mode: model disagreement,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447810
NCT00004984,The Diabetes Prevention Trial of Type 1 Diabetes (DPT-1),COMPLETED,PHASE3,"Diabetes Mellitus, Type 1","DRUG: Parenteral Insulin, OTHER: Close Observation, DRUG: Oral Insulin, DRUG: Placebo",Other,Injection/Infusion - Subcutaneous/Intradermal,Failed - completed trial,Ineffective for purpose,False,0.945,True,Other,verifier_1: Other; verifier_2: Other; verifier_3: AMP(other),True,False,0.945,True,Injection/Infusion - Subcutaneous/Intradermal,verifier_1: Injection/Infusion - Subcutaneous/Intradermal; verifier_2: Injection/Infusion - Subcutaneous/Intradermal; verifier_3: Injection/Infusion - Subcutaneous/Intradermal,True,False,0.945,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.64,True,Ineffective for purpose,verifier_1: Ineffective for purpose; verifier_2: Toxic/Unsafe; verifier_3: Ineffective for purpose,True,False,0.7825,True,False,verifier_1: True; verifier_2: False; verifier_3: False,True,False,False,,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447854
NCT00005779,"A Phase I, Limited-Center, Sequential Cohort Trial of HIV Vaccine (Polyvalent Peptide Vaccine C4-V3) in Conjunction With Interleukin-12 in Subjects With Maximal Suppression of HIV Replication and CD4 Count > 400 Cells/mm3",COMPLETED,PHASE1,HIV Infections,"DRUG: Interleukin-12, BIOLOGICAL: HIV-1 C4-V3 Polyvalent Peptide Vaccine",AMP(infection),Oral - Capsule,Failed - completed trial,Ineffective for purpose,True,0.85,True,AMP(infection),verifier_1: AMP(other); verifier_2: AMP(infection); verifier_3: AMP(other),True,False,0.85,True,Oral - Capsule,verifier_1: Oral - Tablet; verifier_2: Injection/Infusion - Other/Unspecified; verifier_3: Oral - Tablet,True,False,0.85,True,Failed - completed trial,verifier_1: Failed - completed trial; verifier_2: Failed - completed trial; verifier_3: Failed - completed trial,False,False,0.7,False,,verifier_1: COMPLETED; verifier_2: Ineffective for purpose; verifier_3: Unknown (as the trial status is marked as completed),True,True,0.85,True,True,verifier_1: True; verifier_2: True; verifier_3: False,True,False,True,reason_for_failure: model disagreement,0.1.0,c8ba274,a918550b9b9d,2026-03-16T19:01:08.447895
